LATITUDE,LONGITUDE,ELEVATION,loc,scale,shape
59.55,-127.65,-32768,247.1661,3.9647052,0.1189376
59.55,-127.35,-32768,264.25226,4.036888,0.1189376
59.55,-127.05,-32768,280.53076,4.105737,0.1189376
59.55,-126.75,-32768,264.0943,4.0396924,0.1189376
59.55,-126.45,-32768,263.56735,4.0392675,0.1189376
59.55,-126.15,-32768,254.99132,4.005665,0.1189376
59.55,-125.85,-32768,228.02536,3.8962312,0.1189376
59.55,-125.55,-32768,222.52786,3.8753698,0.1189376
59.55,-125.25,-32768,227.31406,3.8969085,0.1189376
59.55,-124.95,-32768,256.46936,4.0189576,0.1189376
59.55,-124.65,-32768,237.54654,3.9427543,0.1189376
59.55,-124.35,-32768,240.67319,3.957454,0.1189376
59.55,-124.05,-32768,240.53215,3.95865,0.1189376
59.55,-123.75,-32768,260.94498,4.044536,0.1189376
59.55,-123.45,-32768,271.4059,4.089351,0.1189376
59.55,-123.15,-32768,247.23526,3.9913843,0.1189376
59.55,-122.85,-32768,249.64885,4.0030556,0.1189376
59.55,-122.55,-32768,221.78136,3.889923,0.1189376
59.55,-122.25,-32768,207.04843,3.831058,0.1189376
59.55,-121.95,-32768,202.62462,3.814779,0.1189376
59.55,-121.65,-32768,206.92082,3.8345354,0.1189376
59.55,-121.35,-32768,220.03061,3.8905916,0.1189376
59.55,-121.05,-32768,215.6351,3.8745353,0.1189376
59.55,-120.75,-32768,222.66321,3.9055626,0.1189376
59.55,-120.45,-32768,222.65565,3.907657,0.1189376
59.55,-120.15,-32768,221.0205,3.9030304,0.1189376
59.55,-119.85,-32768,213.57819,3.8744538,0.1189376
59.55,-119.55,-32768,209.04584,3.8579552,0.1189376
59.55,-119.25,-32768,211.38242,3.8697205,0.1189376
59.55,-118.95,-32768,204.25592,3.8424752,0.1189376
59.55,-118.65,-32768,210.89073,3.8719602,0.1189376
59.55,-118.35,-32768,207.26025,3.8591049,0.1189376
59.55,-118.05,-32768,201.00319,3.8354406,0.1189376
59.55,-117.75,-32768,201.25496,3.8385623,0.1189376
59.55,-117.45,-32768,215.69756,3.9001997,0.1189376
59.55,-117.15,-32768,219.94528,3.9198165,0.1189376
59.55,-116.85,-32768,224.20284,3.9394531,0.1189376
59.55,-116.55,-32768,233.04156,3.977945,0.1189376
59.55,-116.25,-32768,222.17722,3.9353063,0.1189376
59.55,-115.95,-32768,206.4835,3.8728194,0.1189376
59.55,-115.65,-32768,168.1266,3.716941,0.1189376
59.55,-115.35,-32768,179.30391,3.7654135,0.1189376
59.55,-115.05,-32768,180.14552,3.77126,0.1189376
59.55,-114.75,-32768,161.50224,3.6969197,0.1189376
59.55,-114.45,-32768,155.51709,3.6747828,0.1189376
59.55,-114.15,-32768,166.95074,3.7245195,0.1189376
59.55,-113.85,-32768,164.0715,3.7152278,0.1189376
59.55,-113.55,-32768,162.55533,3.7115688,0.1189376
59.55,-113.25,-32768,155.76141,3.686202,0.1189376
59.55,-112.95,-32768,145.7662,3.6476715,0.1189376
59.55,-112.65,-32768,121.87304,3.5519106,0.1189376
59.55,-112.35,-32768,112.68067,3.5168173,0.1189376
59.55,-112.05,-32768,122.16522,3.5587611,0.1189376
